account_id,district_id,frequency,Date,Account_type,,
2465,57,Monthly Issuance,1995-11-16,Savings account,,
2466,39,Monthly Issuance,1995-11-15,Salary account,,
2467,33,Monthly Issuance,1995-11-15,NRI account,,
2468,4,Monthly Issuance,1995-11-15,Savings account,,
2469,11,Monthly Issuance,1995-11-14,Savings account,,
2470,16,Monthly Issuance,1995-11-12,Savings account,,
2471,6,Monthly Issuance,1995-11-12,NRI account,,
2472,60,Monthly Issuance,1995-11-11,Savings account,,
2473,14,Monthly Issuance,1995-11-11,Salary account,,
2474,33,Monthly Issuance,1995-11-11,Savings account,,
2475,17,Monthly Issuance,1995-11-11,Savings account,,
2476,32,Monthly Issuance,1995-11-10,Salary account,,
2477,11,Monthly Issuance,1995-11-10,NRI account,,
2479,18,Monthly Issuance,1995-11-09,NRI account,,
2480,35,Monthly Issuance,1995-11-09,NRI account,,
2481,1,Monthly Issuance,1995-11-09,Savings account,,
2482,1,Monthly Issuance,1995-11-09,Savings account,,
2483,1,Monthly Issuance,1995-11-09,Salary account,,
2484,74,Monthly Issuance,1995-11-08,Salary account,,
2485,41,Monthly Issuance,1995-11-08,Salary account,,
2486,1,Monthly Issuance,1995-11-08,Salary account,,
2487,42,Monthly Issuance,1995-11-08,Salary account,,
2488,5,Monthly Issuance,1995-11-08,NRI account,,
2489,72,Monthly Issuance,1995-11-07,Salary account,,
2490,22,Monthly Issuance,1995-11-07,NRI account,,
2491,76,Monthly Issuance,1995-11-05,NRI account,,
2492,73,Monthly Issuance,1995-11-05,Savings account,,
2493,62,Monthly Issuance,1995-11-05,NRI account,,
2494,74,Monthly Issuance,1995-11-05,NRI account,,
2495,70,Monthly Issuance,1995-11-04,NRI account,,
2496,51,Monthly Issuance,1995-11-03,Savings account,,
2497,65,Monthly Issuance,1995-11-02,Salary account,,
2498,40,Monthly Issuance,1995-11-02,Salary account,,
2499,2,Monthly Issuance,1995-10-30,Savings account,,
2500,61,Monthly Issuance,1995-10-30,Savings account,,
2501,30,Monthly Issuance,1995-10-29,NRI account,,
2502,32,Monthly Issuance,1995-10-29,Savings account,,
2503,1,Monthly Issuance,1995-10-29,NRI account,,
2504,16,Monthly Issuance,1995-10-28,NRI account,,
2505,60,Monthly Issuance,1995-10-28,Salary account,,
2506,22,Issuance After a Transaction ,1995-10-27,NRI account,,
2507,62,Monthly Issuance,1995-10-27,Salary account,,
2508,34,Monthly Issuance,1995-10-26,Salary account,,
2509,43,Monthly Issuance,1995-10-26,Savings account,,
2510,61,Monthly Issuance,1995-10-25,Savings account,,
2511,40,Monthly Issuance,1995-10-24,Salary account,,
2513,70,Monthly Issuance,1995-10-24,Salary account,,
2514,16,Monthly Issuance,1995-10-23,NRI account,,
2515,64,Monthly Issuance,1995-10-23,Salary account,,
2516,6,Monthly Issuance,1995-10-22,Salary account,,
2517,55,Issuance After a Transaction ,1995-10-22,Savings account,,
2519,4,Monthly Issuance,1995-10-21,NRI account,,
2520,18,Monthly Issuance,1995-10-21,Salary account,,
2521,63,Monthly Issuance,1995-10-20,Salary account,,
2522,36,Monthly Issuance,1995-10-20,Savings account,,
2523,10,Monthly Issuance,1995-10-19,Salary account,,
2524,1,Monthly Issuance,1995-10-18,Savings account,,
2525,45,Monthly Issuance,1995-10-17,Savings account,,
2526,16,Monthly Issuance,1995-10-16,NRI account,,
2527,38,Monthly Issuance,1995-10-16,Salary account,,
2528,65,Monthly Issuance,1995-10-15,Salary account,,
2530,74,Monthly Issuance,1995-10-14,Savings account,,
2531,51,Monthly Issuance,1995-10-14,Savings account,,
2532,38,Monthly Issuance,1995-10-14,NRI account,,
2533,49,Monthly Issuance,1995-10-14,Savings account,,
2534,61,Monthly Issuance,1995-10-14,Salary account,,
2535,61,Monthly Issuance,1995-10-14,Salary account,,
2536,41,Monthly Issuance,1995-10-14,NRI account,,
2537,27,Monthly Issuance,1995-10-13,Salary account,,
2538,42,Monthly Issuance,1995-10-13,Savings account,,
2539,24,Monthly Issuance,1995-10-12,Salary account,,
2540,54,Monthly Issuance,1995-10-11,Savings account,,
2541,57,Monthly Issuance,1995-10-11,Salary account,,
2542,21,Monthly Issuance,1995-10-11,NRI account,,
2543,68,Monthly Issuance,1995-10-10,Savings account,,
2544,38,Monthly Issuance,1995-10-10,Savings account,,
2545,1,Monthly Issuance,1995-10-10,Savings account,,
2546,1,Monthly Issuance,1995-10-10,NRI account,,
2547,74,Monthly Issuance,1995-10-10,Savings account,,
2548,57,Monthly Issuance,1995-10-10,NRI account,,
2549,74,Monthly Issuance,1995-10-09,Salary account,,
2550,67,Monthly Issuance,1995-10-09,NRI account,,
2551,5,Monthly Issuance,1995-10-09,Salary account,,
2552,52,Monthly Issuance,1995-10-08,Salary account,,
2553,41,Monthly Issuance,1995-10-08,NRI account,,
2554,36,Monthly Issuance,1995-10-08,Salary account,,
2555,53,Monthly Issuance,1995-10-08,NRI account,,
2556,46,Monthly Issuance,1995-10-08,Savings account,,
2557,40,Monthly Issuance,1995-10-07,Savings account,,
2558,46,Monthly Issuance,1995-10-07,Savings account,,
2559,32,Monthly Issuance,1995-10-04,NRI account,,
2560,15,Monthly Issuance,1995-10-04,Savings account,,
2561,59,Monthly Issuance,1995-10-04,NRI account,,
2562,35,Monthly Issuance,1995-10-04,Savings account,,
2563,48,Monthly Issuance,1995-10-03,NRI account,,
2564,36,Monthly Issuance,1995-10-02,Salary account,,
2565,74,Monthly Issuance,1995-10-01,Savings account,,
2566,48,Monthly Issuance,1995-10-01,Savings account,,
2567,17,Monthly Issuance,1995-09-29,Salary account,,
2568,17,Monthly Issuance,1995-09-28,NRI account,,
2569,2,Monthly Issuance,1995-09-28,Salary account,,
2570,1,Monthly Issuance,1995-09-27,Savings account,,
2571,61,Monthly Issuance,1995-09-26,Savings account,,
2572,64,Issuance After a Transaction ,1995-09-22,Savings account,,
2573,4,Monthly Issuance,1995-09-22,Salary account,,
2574,68,Monthly Issuance,1995-09-22,Salary account,,
2575,72,Monthly Issuance,1995-09-22,NRI account,,
2576,1,Monthly Issuance,1995-09-22,NRI account,,
2577,7,Monthly Issuance,1995-09-22,NRI account,,
2578,54,Monthly Issuance,1995-09-21,Savings account,,
2579,24,Monthly Issuance,1995-09-21,Savings account,,
2580,60,Monthly Issuance,1995-09-21,NRI account,,
2581,72,Monthly Issuance,1995-09-21,Salary account,,
2582,28,Monthly Issuance,1995-09-20,NRI account,,
2583,62,Monthly Issuance,1995-09-20,NRI account,,
2584,50,Monthly Issuance,1995-09-20,NRI account,,
2585,75,Monthly Issuance,1995-09-19,NRI account,,
2586,57,Monthly Issuance,1995-09-19,Salary account,,
2587,1,Monthly Issuance,1995-09-17,Salary account,,
2588,5,Monthly Issuance,1995-09-16,NRI account,,
2589,10,Monthly Issuance,1995-09-16,Salary account,,
2590,47,Monthly Issuance,1995-09-15,Salary account,,
2591,1,Monthly Issuance,1995-09-15,NRI account,,
2592,69,Monthly Issuance,1995-09-14,Salary account,,
2593,5,Monthly Issuance,1995-09-14,Savings account,,
2594,19,Issuance After a Transaction ,1995-09-13,NRI account,,
2595,1,Monthly Issuance,1995-09-13,NRI account,,
2596,1,Monthly Issuance,1995-09-13,NRI account,,
2597,31,Monthly Issuance,1995-09-13,NRI account,,
2598,1,Monthly Issuance,1995-09-12,NRI account,,
2599,48,Monthly Issuance,1995-09-11,NRI account,,
2600,1,Monthly Issuance,1995-09-10,Savings account,,
2601,70,Monthly Issuance,1995-09-10,NRI account,,
2602,46,Monthly Issuance,1995-09-10,NRI account,,
2603,9,Monthly Issuance,1995-09-09,Salary account,,
2604,68,Monthly Issuance,1995-09-09,NRI account,,
2605,21,Monthly Issuance,1995-09-09,Savings account,,
2606,1,Monthly Issuance,1995-09-08,NRI account,,
2607,1,Monthly Issuance,1995-09-08,NRI account,,
2608,19,Monthly Issuance,1995-09-07,Savings account,,
2609,73,Monthly Issuance,1995-09-07,Salary account,,
2610,54,Monthly Issuance,1995-09-06,Savings account,,
2611,1,Monthly Issuance,1995-09-06,Salary account,,
2612,1,Monthly Issuance,1995-09-05,NRI account,,
2613,26,Monthly Issuance,1995-09-05,Savings account,,
2614,44,Monthly Issuance,1995-09-05,Savings account,,
2615,68,Monthly Issuance,1995-09-05,Savings account,,
2616,1,Monthly Issuance,1995-09-04,Salary account,,
2617,1,Monthly Issuance,1995-09-03,Salary account,,
2618,60,Monthly Issuance,1995-09-03,NRI account,,
2619,20,Monthly Issuance,1995-09-03,Salary account,,
2620,22,Monthly Issuance,1995-09-03,Salary account,,
2621,55,Monthly Issuance,1995-09-02,NRI account,,
2622,1,Monthly Issuance,1995-09-02,Savings account,,
2623,58,Monthly Issuance,1995-09-02,NRI account,,
2624,31,Monthly Issuance,1995-09-02,Savings account,,
2625,48,Weekly Issuance,1995-09-02,Salary account,,
2627,76,Monthly Issuance,1995-09-01,Savings account,,
2628,64,Issuance After a Transaction ,1995-08-30,Savings account,,
2629,66,Monthly Issuance,1995-08-30,NRI account,,
2630,64,Monthly Issuance,1995-08-30,Salary account,,
2631,1,Monthly Issuance,1995-08-30,Savings account,,
2632,24,Monthly Issuance,1995-08-30,NRI account,,
2633,25,Monthly Issuance,1995-08-30,Salary account,,
2634,45,Monthly Issuance,1995-08-30,Savings account,,
2635,27,Monthly Issuance,1995-08-29,NRI account,,
2636,18,Monthly Issuance,1995-08-28,Savings account,,
2637,70,Monthly Issuance,1995-08-27,Savings account,,
2638,5,Monthly Issuance,1995-08-27,NRI account,,
2639,17,Monthly Issuance,1995-08-27,Salary account,,
2640,1,Monthly Issuance,1995-08-27,Savings account,,
2641,7,Monthly Issuance,1995-08-27,NRI account,,
2642,68,Monthly Issuance,1995-08-27,NRI account,,
2644,1,Monthly Issuance,1995-08-26,NRI account,,
2645,54,Monthly Issuance,1995-08-26,Savings account,,
2646,6,Monthly Issuance,1995-08-26,Salary account,,
2647,73,Monthly Issuance,1995-08-26,Salary account,,
2648,51,Monthly Issuance,1995-08-24,NRI account,,
2649,2,Monthly Issuance,1995-08-23,Salary account,,
2650,72,Monthly Issuance,1995-08-23,NRI account,,
2651,2,Monthly Issuance,1995-08-22,Savings account,,
2652,1,Monthly Issuance,1995-08-21,Savings account,,
2653,66,Monthly Issuance,1995-08-20,NRI account,,
2654,56,Monthly Issuance,1995-08-20,NRI account,,
2655,1,Monthly Issuance,1995-08-20,NRI account,,
2656,1,Monthly Issuance,1995-08-19,Salary account,,
2657,55,Monthly Issuance,1995-08-18,Savings account,,
2658,27,Monthly Issuance,1995-08-18,Salary account,,
2659,14,Monthly Issuance,1995-08-18,NRI account,,
2660,1,Weekly Issuance,1995-08-17,Salary account,,
2661,1,Monthly Issuance,1995-08-17,NRI account,,
2662,71,Monthly Issuance,1995-08-15,Savings account,,
2663,64,Monthly Issuance,1995-08-15,NRI account,,
2664,58,Monthly Issuance,1995-08-13,Savings account,,
2665,61,Monthly Issuance,1995-08-13,Savings account,,
2666,49,Monthly Issuance,1995-08-13,Salary account,,
2667,23,Monthly Issuance,1995-08-12,Savings account,,
2668,21,Monthly Issuance,1995-08-12,NRI account,,
2670,13,Monthly Issuance,1995-08-11,Salary account,,
2671,1,Monthly Issuance,1995-08-10,Salary account,,
2672,59,Monthly Issuance,1995-08-09,NRI account,,
2673,34,Monthly Issuance,1995-08-09,Savings account,,
2674,50,Monthly Issuance,1995-08-08,Savings account,,
2675,1,Monthly Issuance,1995-08-08,Savings account,,
2676,73,Monthly Issuance,1995-08-08,Savings account,,
2677,5,Monthly Issuance,1995-08-08,Savings account,,
2678,1,Monthly Issuance,1995-08-08,Salary account,,
2679,67,Monthly Issuance,1995-08-07,Salary account,,
2680,46,Monthly Issuance,1995-08-05,NRI account,,
2681,28,Monthly Issuance,1995-08-04,Salary account,,
2684,7,Monthly Issuance,1995-08-04,Salary account,,
2685,67,Monthly Issuance,1995-08-04,NRI account,,
2686,26,Monthly Issuance,1995-08-03,Savings account,,
2687,76,Monthly Issuance,1995-08-03,NRI account,,
2688,72,Monthly Issuance,1995-08-03,Savings account,,
2689,70,Monthly Issuance,1995-08-01,Salary account,,
2690,66,Monthly Issuance,1995-07-30,Savings account,,
2691,69,Monthly Issuance,1995-07-29,NRI account,,
2692,28,Monthly Issuance,1995-07-29,NRI account,,
2693,17,Monthly Issuance,1995-07-28,NRI account,,
2694,7,Monthly Issuance,1995-07-27,Savings account,,
2695,16,Monthly Issuance,1995-07-26,Savings account,,
2696,1,Monthly Issuance,1995-07-26,NRI account,,
2697,8,Monthly Issuance,1995-07-25,Savings account,,
2698,49,Monthly Issuance,1995-07-24,NRI account,,
2699,73,Monthly Issuance,1995-07-23,NRI account,,
2700,74,Monthly Issuance,1995-07-22,Savings account,,
2701,71,Monthly Issuance,1995-07-22,Savings account,,
2702,74,Monthly Issuance,1995-07-21,Salary account,,
2703,61,Monthly Issuance,1995-07-20,Savings account,,
2705,63,Issuance After a Transaction ,1995-07-20,Salary account,,
2706,47,Monthly Issuance,1995-07-19,Savings account,,
2707,61,Monthly Issuance,1995-07-19,Savings account,,
2708,1,Monthly Issuance,1995-07-19,Savings account,,
2709,2,Monthly Issuance,1995-07-18,Savings account,,
2710,12,Monthly Issuance,1995-07-18,Savings account,,
2711,58,Monthly Issuance,1995-07-18,NRI account,,
2712,9,Monthly Issuance,1995-07-17,Salary account,,
2713,26,Monthly Issuance,1995-07-17,Salary account,,
2714,1,Monthly Issuance,1995-07-17,Salary account,,
2715,42,Monthly Issuance,1995-07-16,Salary account,,
2716,66,Monthly Issuance,1995-07-15,Savings account,,
2717,74,Monthly Issuance,1995-07-15,Salary account,,
2718,29,Monthly Issuance,1995-07-14,Salary account,,
2719,10,Monthly Issuance,1995-07-14,NRI account,,
2720,2,Weekly Issuance,1995-07-14,NRI account,,
2721,74,Monthly Issuance,1995-07-13,NRI account,,
2722,69,Monthly Issuance,1995-07-13,Salary account,,
2723,75,Monthly Issuance,1995-07-12,Savings account,,
2724,11,Monthly Issuance,1995-07-12,Savings account,,
2725,52,Monthly Issuance,1995-07-12,NRI account,,
2726,18,Monthly Issuance,1995-07-11,Savings account,,
2727,1,Monthly Issuance,1995-07-09,Salary account,,
2728,52,Weekly Issuance,1995-07-08,Salary account,,
2729,40,Monthly Issuance,1995-07-08,Savings account,,
2730,23,Monthly Issuance,1995-07-08,Salary account,,
2731,1,Monthly Issuance,1995-07-07,NRI account,,
2732,5,Monthly Issuance,1995-07-05,Savings account,,
2733,76,Monthly Issuance,1995-07-05,NRI account,,
2734,53,Monthly Issuance,1995-07-05,NRI account,,
2736,72,Monthly Issuance,1995-07-05,Savings account,,
2737,69,Monthly Issuance,1995-07-04,Salary account,,
2738,41,Monthly Issuance,1995-07-03,NRI account,,
2739,59,Monthly Issuance,1995-07-03,Salary account,,
2740,14,Monthly Issuance,1995-06-29,Salary account,,
2741,15,Monthly Issuance,1995-06-28,Savings account,,
2742,23,Monthly Issuance,1995-06-27,Savings account,,
2743,51,Monthly Issuance,1995-06-27,Salary account,,
2744,70,Weekly Issuance,1995-06-24,Salary account,,
2745,60,Monthly Issuance,1995-06-24,NRI account,,
2746,24,Monthly Issuance,1995-06-24,NRI account,,
2747,1,Monthly Issuance,1995-06-23,Savings account,,
2749,1,Monthly Issuance,1995-06-23,Salary account,,
2750,13,Monthly Issuance,1995-06-22,NRI account,,
2751,31,Monthly Issuance,1995-06-20,Savings account,,
2752,74,Monthly Issuance,1995-06-20,Salary account,,
2753,26,Monthly Issuance,1995-06-19,Savings account,,
2754,57,Weekly Issuance,1995-06-18,Savings account,,
2755,20,Monthly Issuance,1995-06-17,NRI account,,
2756,24,Monthly Issuance,1995-06-17,Savings account,,
2757,54,Monthly Issuance,1995-06-16,Savings account,,
2758,70,Monthly Issuance,1995-06-16,Savings account,,
2759,46,Monthly Issuance,1995-06-15,Salary account,,
2760,10,Monthly Issuance,1995-06-14,NRI account,,
2761,1,Monthly Issuance,1995-06-14,Savings account,,
2762,19,Monthly Issuance,1995-06-13,Savings account,,
2763,64,Monthly Issuance,1995-06-13,Savings account,,
2764,53,Monthly Issuance,1995-06-13,Salary account,,
2765,69,Monthly Issuance,1995-06-13,NRI account,,
2766,31,Monthly Issuance,1995-06-13,NRI account,,
2767,54,Monthly Issuance,1995-06-13,Salary account,,
2768,73,Monthly Issuance,1995-06-13,Savings account,,
2770,42,Monthly Issuance,1995-06-13,Salary account,,
2771,37,Monthly Issuance,1995-06-12,Savings account,,
2772,11,Monthly Issuance,1995-06-11,NRI account,,
2773,38,Monthly Issuance,1995-06-11,NRI account,,
2774,42,Monthly Issuance,1995-06-10,Savings account,,
2775,30,Monthly Issuance,1995-06-09,Savings account,,
2776,23,Monthly Issuance,1995-06-09,Savings account,,
2777,62,Monthly Issuance,1995-06-08,NRI account,,
2778,38,Monthly Issuance,1995-06-08,NRI account,,
2779,73,Monthly Issuance,1995-06-08,Savings account,,
2780,63,Monthly Issuance,1995-06-08,NRI account,,
2781,16,Monthly Issuance,1995-06-08,NRI account,,
2782,1,Monthly Issuance,1995-06-08,Salary account,,
2783,43,Monthly Issuance,1995-06-08,NRI account,,
2784,40,Monthly Issuance,1995-06-08,NRI account,,
2787,1,Monthly Issuance,1995-06-08,NRI account,,
2788,54,Monthly Issuance,1995-06-07,NRI account,,
2789,14,Monthly Issuance,1995-06-07,Salary account,,
2790,1,Monthly Issuance,1995-06-07,Savings account,,
2791,25,Monthly Issuance,1995-06-06,Savings account,,
2792,1,Monthly Issuance,1995-06-06,NRI account,,
2793,47,Monthly Issuance,1995-06-05,Savings account,,
2794,74,Monthly Issuance,1995-06-04,Savings account,,
2795,11,Monthly Issuance,1995-06-04,Savings account,,
2796,5,Weekly Issuance,1995-06-04,Salary account,,
2797,74,Monthly Issuance,1995-06-02,NRI account,,
2798,70,Monthly Issuance,1995-06-02,Savings account,,
2799,54,Weekly Issuance,1995-06-01,Salary account,,
2800,41,Monthly Issuance,1995-06-01,Savings account,,
2801,11,Monthly Issuance,1995-05-30,NRI account,,
2802,1,Monthly Issuance,1995-05-30,NRI account,,
2803,58,Monthly Issuance,1995-05-28,Salary account,,
2804,53,Monthly Issuance,1995-05-28,Salary account,,
2805,39,Monthly Issuance,1995-05-27,Salary account,,
2806,53,Monthly Issuance,1995-05-27,Salary account,,
2807,42,Monthly Issuance,1995-05-27,Salary account,,
2808,1,Monthly Issuance,1995-05-26,Salary account,,
2809,73,Monthly Issuance,1995-05-26,NRI account,,
2810,66,Monthly Issuance,1995-05-24,Savings account,,
2811,4,Monthly Issuance,1995-05-23,Savings account,,
2812,18,Monthly Issuance,1995-05-23,Salary account,,
2813,24,Monthly Issuance,1995-05-22,Savings account,,
2814,72,Monthly Issuance,1995-05-21,Savings account,,
2816,74,Monthly Issuance,1995-05-20,Savings account,,
2817,56,Monthly Issuance,1995-05-19,Savings account,,
2818,40,Monthly Issuance,1995-05-18,Savings account,,
2819,35,Monthly Issuance,1995-05-18,Salary account,,
2820,36,Monthly Issuance,1995-05-17,NRI account,,
2821,54,Monthly Issuance,1995-05-17,Savings account,,
2823,57,Monthly Issuance,1995-05-16,Savings account,,
2824,11,Monthly Issuance,1995-05-15,NRI account,,
2825,54,Monthly Issuance,1995-05-15,NRI account,,
2826,35,Monthly Issuance,1995-05-15,Salary account,,
2827,70,Monthly Issuance,1995-05-15,Salary account,,
2829,66,Monthly Issuance,1995-05-14,Salary account,,
2830,20,Monthly Issuance,1995-05-14,NRI account,,
2831,1,Monthly Issuance,1995-05-10,Savings account,,
2832,12,Monthly Issuance,1995-05-10,Salary account,,
2833,64,Monthly Issuance,1995-05-10,Salary account,,
2834,70,Monthly Issuance,1995-05-08,NRI account,,
2835,73,Monthly Issuance,1995-05-08,Salary account,,
2836,42,Monthly Issuance,1995-05-08,NRI account,,
2837,46,Monthly Issuance,1995-05-08,NRI account,,
2838,3,Weekly Issuance,1995-05-08,NRI account,,
2839,70,Monthly Issuance,1995-05-08,NRI account,,
2840,15,Monthly Issuance,1995-05-08,NRI account,,
2841,71,Monthly Issuance,1995-05-07,NRI account,,
2842,14,Monthly Issuance,1995-05-07,Salary account,,
2843,30,Monthly Issuance,1995-05-07,NRI account,,
2844,43,Monthly Issuance,1995-05-07,Salary account,,
2845,62,Monthly Issuance,1995-05-05,Salary account,,
2846,1,Monthly Issuance,1995-05-05,NRI account,,
2847,75,Monthly Issuance,1995-05-04,Savings account,,
2849,1,Monthly Issuance,1995-05-04,Savings account,,
2850,57,Monthly Issuance,1995-05-04,Savings account,,
2851,17,Monthly Issuance,1995-05-03,Salary account,,
2852,70,Monthly Issuance,1995-05-03,NRI account,,
2853,54,Monthly Issuance,1995-05-02,NRI account,,
2854,1,Monthly Issuance,1995-05-01,Salary account,,
2855,27,Monthly Issuance,1995-04-29,NRI account,,
2856,25,Monthly Issuance,1995-04-29,Salary account,,
2857,19,Monthly Issuance,1995-04-28,Salary account,,
2858,56,Monthly Issuance,1995-04-28,NRI account,,
2859,11,Monthly Issuance,1995-04-28,Savings account,,
2860,54,Weekly Issuance,1995-04-27,NRI account,,
2861,38,Monthly Issuance,1995-04-27,Salary account,,
2862,33,Monthly Issuance,1995-04-27,Salary account,,
2863,14,Monthly Issuance,1995-04-26,Salary account,,
2864,54,Monthly Issuance,1995-04-26,Salary account,,
2865,1,Monthly Issuance,1995-04-25,NRI account,,
2866,43,Monthly Issuance,1995-04-23,Salary account,,
2867,30,Monthly Issuance,1995-04-22,Salary account,,
2868,1,Monthly Issuance,1995-04-22,NRI account,,
2869,68,Monthly Issuance,1995-04-20,NRI account,,
2870,1,Monthly Issuance,1995-04-20,Savings account,,
2871,52,Monthly Issuance,1995-04-19,Savings account,,
2872,1,Monthly Issuance,1995-04-19,Savings account,,
2873,70,Monthly Issuance,1995-04-18,Savings account,,
2874,32,Monthly Issuance,1995-04-18,Salary account,,
2875,19,Monthly Issuance,1995-04-17,NRI account,,
2876,52,Monthly Issuance,1995-04-15,Salary account,,
2877,37,Monthly Issuance,1995-04-15,NRI account,,
2878,1,Monthly Issuance,1995-04-14,NRI account,,
2879,15,Monthly Issuance,1995-04-14,NRI account,,
2880,71,Monthly Issuance,1995-04-13,Salary account,,
2881,70,Monthly Issuance,1995-04-13,Salary account,,
2882,44,Monthly Issuance,1995-04-13,Salary account,,
2883,77,Monthly Issuance,1995-04-12,Salary account,,
2884,1,Monthly Issuance,1995-04-09,Savings account,,
2885,1,Monthly Issuance,1995-04-09,Savings account,,
2886,1,Monthly Issuance,1995-04-09,Salary account,,
2887,76,Monthly Issuance,1995-04-08,Salary account,,
2888,19,Monthly Issuance,1995-04-08,Savings account,,
2889,8,Monthly Issuance,1995-04-07,Salary account,,
2890,69,Monthly Issuance,1995-04-07,Savings account,,
2891,42,Monthly Issuance,1995-04-07,Salary account,,
2892,64,Monthly Issuance,1995-04-07,Savings account,,
2893,39,Monthly Issuance,1995-04-07,Savings account,,
2894,17,Monthly Issuance,1995-04-05,NRI account,,
2895,19,Monthly Issuance,1995-04-05,Savings account,,
2896,29,Monthly Issuance,1995-04-04,Savings account,,
2897,51,Monthly Issuance,1995-04-04,Savings account,,
2898,54,Monthly Issuance,1995-04-04,Salary account,,
2899,40,Monthly Issuance,1995-04-04,NRI account,,
2900,20,Monthly Issuance,1995-04-04,NRI account,,
2901,1,Monthly Issuance,1995-04-03,Savings account,,
2902,32,Monthly Issuance,1995-04-03,Savings account,,
2903,38,Monthly Issuance,1995-04-02,Savings account,,
2904,13,Monthly Issuance,1995-04-02,NRI account,,
2905,74,Monthly Issuance,1995-04-01,Savings account,,
2906,49,Monthly Issuance,1995-04-01,Savings account,,
2907,70,Monthly Issuance,1995-03-30,Salary account,,
2908,61,Monthly Issuance,1995-03-30,Savings account,,
2909,58,Monthly Issuance,1995-03-29,NRI account,,
2910,68,Monthly Issuance,1995-03-29,NRI account,,
2911,33,Monthly Issuance,1995-03-28,NRI account,,
2912,74,Monthly Issuance,1995-03-28,Savings account,,
2913,8,Monthly Issuance,1995-03-28,Savings account,,
2914,4,Monthly Issuance,1995-03-27,Savings account,,
2915,57,Monthly Issuance,1995-03-27,Savings account,,
2916,6,Monthly Issuance,1995-03-27,Savings account,,
2917,68,Monthly Issuance,1995-03-27,NRI account,,
2918,15,Issuance After a Transaction ,1995-03-26,NRI account,,
2919,77,Monthly Issuance,1995-03-25,Savings account,,
2920,73,Monthly Issuance,1995-03-24,Savings account,,
2921,54,Monthly Issuance,1995-03-24,Salary account,,
2922,16,Monthly Issuance,1995-03-22,NRI account,,
2923,43,Monthly Issuance,1995-03-21,Salary account,,
2924,56,Monthly Issuance,1995-03-18,Salary account,,
2925,1,Monthly Issuance,1995-03-18,NRI account,,
2926,50,Monthly Issuance,1995-03-18,NRI account,,
2927,37,Monthly Issuance,1995-03-18,NRI account,,
2928,55,Monthly Issuance,1995-03-16,NRI account,,
2929,51,Monthly Issuance,1995-03-16,Savings account,,
2930,1,Monthly Issuance,1995-03-16,NRI account,,
2931,36,Monthly Issuance,1995-03-16,NRI account,,
2932,72,Monthly Issuance,1995-03-15,Savings account,,
2933,10,Monthly Issuance,1995-03-15,Salary account,,
2934,1,Monthly Issuance,1995-03-15,Salary account,,
2935,68,Monthly Issuance,1995-03-14,Savings account,,
2936,3,Monthly Issuance,1995-03-12,Savings account,,
2937,1,Monthly Issuance,1995-03-11,Savings account,,
2938,1,Monthly Issuance,1995-03-11,Savings account,,
2939,5,Monthly Issuance,1995-03-10,NRI account,,
2940,54,Monthly Issuance,1995-03-10,NRI account,,
2942,44,Monthly Issuance,1995-03-09,NRI account,,
2944,22,Monthly Issuance,1995-03-05,NRI account,,
2945,6,Monthly Issuance,1995-03-05,Savings account,,
2946,54,Monthly Issuance,1995-03-04,Savings account,,
2947,57,Monthly Issuance,1995-03-04,NRI account,,
2949,1,Monthly Issuance,1995-03-04,Salary account,,
2950,62,Monthly Issuance,1995-03-04,Savings account,,
2951,44,Monthly Issuance,1995-03-03,Savings account,,
2952,65,Monthly Issuance,1995-03-03,Savings account,,
2953,1,Monthly Issuance,1995-03-03,Savings account,,
2954,1,Monthly Issuance,1995-03-03,NRI account,,
2955,67,Monthly Issuance,1995-03-03,Salary account,,
2956,15,Monthly Issuance,1995-03-02,NRI account,,
2957,25,Monthly Issuance,1995-03-01,NRI account,,
2958,48,Monthly Issuance,1995-02-27,Salary account,,
2959,8,Monthly Issuance,1995-02-25,Savings account,,
2960,19,Monthly Issuance,1995-02-25,Savings account,,
2961,9,Monthly Issuance,1995-02-25,Savings account,,
2962,1,Monthly Issuance,1995-02-24,NRI account,,
2963,31,Monthly Issuance,1995-02-23,Savings account,,
2964,72,Monthly Issuance,1995-02-23,Savings account,,
2965,6,Monthly Issuance,1995-02-23,Savings account,,
2966,33,Monthly Issuance,1995-02-22,Savings account,,
2967,38,Monthly Issuance,1995-02-21,NRI account,,
2968,15,Monthly Issuance,1995-02-21,Salary account,,
2969,29,Monthly Issuance,1995-02-21,Savings account,,
2970,60,Monthly Issuance,1995-02-20,Salary account,,
2971,76,Weekly Issuance,1995-02-20,Savings account,,
2972,12,Monthly Issuance,1995-02-20,NRI account,,
2973,23,Monthly Issuance,1995-02-19,Salary account,,
2974,9,Monthly Issuance,1995-02-18,Salary account,,
2976,13,Monthly Issuance,1995-02-18,Salary account,,
2977,28,Monthly Issuance,1995-02-18,Salary account,,
2978,74,Monthly Issuance,1995-02-17,Savings account,,
2979,10,Monthly Issuance,1995-02-17,Savings account,,
2980,66,Monthly Issuance,1995-02-16,Salary account,,
2981,46,Monthly Issuance,1995-02-13,Salary account,,
2982,19,Monthly Issuance,1995-02-13,Savings account,,
2983,42,Monthly Issuance,1995-02-12,Savings account,,
2985,71,Monthly Issuance,1995-02-11,Salary account,,
2986,63,Monthly Issuance,1995-02-11,Salary account,,
